2018-08-29 09:59:04: -- Analysis Started by On File Change, After Delay
2018-08-29 09:59:10: Changes: 3,119, Conflicts: 0, CopyTime: 0, FixState: 0, Errors: 0, All: 7381
2018-08-29 09:59:10: Left to Right: Copy File: 3119 
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ec/9fff7395cc26dc535cf41dc2c76b4f98df8425' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ec/9fff7395cc26dc535cf41dc2c76b4f98df8425' (336)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ec/a7b1adfb07c9b4542bc85b4cc2268bb50dbe2a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ec/a7b1adfb07c9b4542bc85b4cc2268bb50dbe2a' (339)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ec/c346efdf94e330c3f030dfd35cfc0a152b5565' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ec/c346efdf94e330c3f030dfd35cfc0a152b5565' (334)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ec/d678bb2c3bf8b0042d844aa0cec7875428f9e9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ec/d678bb2c3bf8b0042d844aa0cec7875428f9e9' (336)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ec/f4cfe5045347867cce5bca4a09cced33247d4e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ec/f4cfe5045347867cce5bca4a09cced33247d4e' (336)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ec/fbe786822af95fd9e0ea76fa39fb96115dda79' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ec/fbe786822af95fd9e0ea76fa39fb96115dda79' (335)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ed/2c7b783f2b83e5de65e0e95cf383bb0e092d4a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/2c7b783f2b83e5de65e0e95cf383bb0e092d4a' (335)
2018-08-29 09:59:49: Copy New 'D:/repository/.git/objects/ed/36b9ee9659728d2c1c67bc9db18d12a1c40f35' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/36b9ee9659728d2c1c67bc9db18d12a1c40f35' (255)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ed/728451d7c5a837e91b9adfd8b4e5d431bdcd15' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/728451d7c5a837e91b9adfd8b4e5d431bdcd15' (340)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ed/7b78765176901cfe72b39c8c36639f21c63009' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/7b78765176901cfe72b39c8c36639f21c63009' (341)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ed/a8ae99c207308ba2794caba1dc0d5ba3a4a99f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/a8ae99c207308ba2794caba1dc0d5ba3a4a99f' (1,390)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ed/babe5635b202943fda22f6f12e910611059ae5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/babe5635b202943fda22f6f12e910611059ae5' (341)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ed/e2604fe6fd12387fcee41355b2d4f5c4b96e01' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/e2604fe6fd12387fcee41355b2d4f5c4b96e01' (335)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ed/ebdebe9ff3fa9b2cec06a8ba48ac2dcd47a7b7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/ebdebe9ff3fa9b2cec06a8ba48ac2dcd47a7b7' (370)
2018-08-29 09:59:49: Copy New 'D:/repository/.git/objects/ed/fbf8c2e437a7f684128eec141adb081b14df53' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ed/fbf8c2e437a7f684128eec141adb081b14df53' (916)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ee/2cd1d37a6b1f3eaf384847392c87c471a3cb53' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ee/2cd1d37a6b1f3eaf384847392c87c471a3cb53' (377)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ee/460ca0e1d896a34ade5d37b2679e6f1693c508' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ee/460ca0e1d896a34ade5d37b2679e6f1693c508' (334)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ee/59a1e88e3bbd5965156cbe408a0adf92cd6ea2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ee/59a1e88e3bbd5965156cbe408a0adf92cd6ea2' (360)
2018-08-29 09:59:49: Copy New 'D:/repository/.git/objects/ee/69e9cde2a31f223b470b50cd2aed7251d29cbc' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ee/69e9cde2a31f223b470b50cd2aed7251d29cbc' (168)
2018-08-29 09:59:49: Copy Over 'D:/repository/.git/objects/ee/9300898ec107d6cf2f5bce06bd4be6284595f3' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ee/9300898ec107d6cf2f5bce06bd4be6284595f3' (341)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ee/9e88406c4ec1b8c58ada736078ac853cd782e2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ee/9e88406c4ec1b8c58ada736078ac853cd782e2' (341)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ee/f5364f9d1612389d45f330b27312fd9825d5d2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ee/f5364f9d1612389d45f330b27312fd9825d5d2' (445)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ee/f8e61f7d347680952cd75fe5842df1039fa26c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ee/f8e61f7d347680952cd75fe5842df1039fa26c' (335)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/035819e1181896f32845d1494a7bb7ec862f60' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/035819e1181896f32845d1494a7bb7ec862f60' (335)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/1ca34d2f813f82e8f1d470fd7dd3d366c55889' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/1ca34d2f813f82e8f1d470fd7dd3d366c55889' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/1d5361c20ff819d83dcb0b5da175960b5d476c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/1d5361c20ff819d83dcb0b5da175960b5d476c' (378)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/399d35bbc2f9b703541b5c4f4676a08356d424' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/399d35bbc2f9b703541b5c4f4676a08356d424' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/48e4e008f8b85db40769b0e81cd6e19829d8ae' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/48e4e008f8b85db40769b0e81cd6e19829d8ae' (1,211)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/55cf15ce596b90e0da3f3fd1ff0497eee46dfc' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/55cf15ce596b90e0da3f3fd1ff0497eee46dfc' (340)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/ef/5851cd89e33825db46c0312e7955b4a536d742' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/5851cd89e33825db46c0312e7955b4a536d742' (1,210)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/5e1bf0329bbbaa06ba0b53fe1fafd6b4d72cc7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/5e1bf0329bbbaa06ba0b53fe1fafd6b4d72cc7' (275)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/698ff462fb8f02cad49efa3d46985f89798eb9' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/698ff462fb8f02cad49efa3d46985f89798eb9' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/6eee7627f264417b55b532052f6d9fdcdc244e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/6eee7627f264417b55b532052f6d9fdcdc244e' (335)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/ef/70372c9158bc1a9dc963f1c916954362d004c7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/70372c9158bc1a9dc963f1c916954362d004c7' (1,249)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/7e023f2481545ff1a744cbc72db76f45ede1f7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/7e023f2481545ff1a744cbc72db76f45ede1f7' (881)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/7e37b9052bbf41e4c7c1acc941b814006bac2e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/7e37b9052bbf41e4c7c1acc941b814006bac2e' (756)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/bc6e6b2b0500dd703e6519df5108362832d412' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/bc6e6b2b0500dd703e6519df5108362832d412' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/c1ef286cf15e8bd0dc77f4af6d4679c56c91c6' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/c1ef286cf15e8bd0dc77f4af6d4679c56c91c6' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/c6931b058c9ffd63b5237f28223f41fe2aeef5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/c6931b058c9ffd63b5237f28223f41fe2aeef5' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/c7476f6a46b6b3196519a21bfcf948f256a6b6' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/c7476f6a46b6b3196519a21bfcf948f256a6b6' (564)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/ce1a5b55a6d623942bd11054fdfb31194c1d8f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/ce1a5b55a6d623942bd11054fdfb31194c1d8f' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/e5653224572283d58c327aa3e4f12a7475fc5e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/e5653224572283d58c327aa3e4f12a7475fc5e' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/f974919934d5135d2abfa44eb04006c9b913b0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/f974919934d5135d2abfa44eb04006c9b913b0' (339)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/ef/fe64162355dab671b12a1a94e89e5ed5007e97' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/ef/fe64162355dab671b12a1a94e89e5ed5007e97' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/200623cbd37416b4ccf8b2392442cc126d33f0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/200623cbd37416b4ccf8b2392442cc126d33f0' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/2cc81c857e5eb3ad4175a858a81e291d342e6d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/2cc81c857e5eb3ad4175a858a81e291d342e6d' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/3ba77b84e7b8a8f6932fd666ec1382c2402f57' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/3ba77b84e7b8a8f6932fd666ec1382c2402f57' (372)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/5f86596a92e8a925b4ad6afaa792a4d91a7a6e' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/5f86596a92e8a925b4ad6afaa792a4d91a7a6e' (339)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f0/6993c3bbf9650b4f85a55a8d1ff06665fbf779' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/6993c3bbf9650b4f85a55a8d1ff06665fbf779' (288)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/78cdd89a62154fba8bdef6e3f893541ad2ae0a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/78cdd89a62154fba8bdef6e3f893541ad2ae0a' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/88826f1f0675757e9588b6a443599456038886' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/88826f1f0675757e9588b6a443599456038886' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/c0474e84aabd71db264bea194eb27d1d49f9b5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/c0474e84aabd71db264bea194eb27d1d49f9b5' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/c05aea29d71fa10573ef1529417da1b5e42c2b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/c05aea29d71fa10573ef1529417da1b5e42c2b' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/c678a879d24c95838cc23e1fa3bcebc9d32027' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/c678a879d24c95838cc23e1fa3bcebc9d32027' (335)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/cafa3789844f35b1648a019969ae6c6b69d231' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/cafa3789844f35b1648a019969ae6c6b69d231' (342)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f0/cfa942e2835c8b95f3ee9653c10aca03085b8a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/cfa942e2835c8b95f3ee9653c10aca03085b8a' (1,512)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f0/fd5f5c1e5828ca141154456034880249468616' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f0/fd5f5c1e5828ca141154456034880249468616' (339)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f1/04647dfda41bd0c508fb6b5f9aa7c74341fe96' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f1/04647dfda41bd0c508fb6b5f9aa7c74341fe96' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f1/24a3a1022901163aac709cf1d4a0899319ae9f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f1/24a3a1022901163aac709cf1d4a0899319ae9f' (335)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f1/29b8dd7e1d0487b6ad1363bc26ef9fb84d77d1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f1/29b8dd7e1d0487b6ad1363bc26ef9fb84d77d1' (553)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f1/3335a26a395fbf8494493e8c19930136b95d20' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f1/3335a26a395fbf8494493e8c19930136b95d20' (405)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f1/54f65b390bfbad6208e8146262129fa2b92156' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f1/54f65b390bfbad6208e8146262129fa2b92156' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f1/921449c07c2a98aeeba595fdfaac6e1b23a73b' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f1/921449c07c2a98aeeba595fdfaac6e1b23a73b' (370)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f1/a4b835d607f7bd272ccae01abf872687df2ee1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f1/a4b835d607f7bd272ccae01abf872687df2ee1' (335)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f2/027fc4ef467b0345a8415f21079545eb3e2cd0' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f2/027fc4ef467b0345a8415f21079545eb3e2cd0' (339)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f2/2d8f0001853fd09209344304d84cc316f1f46d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f2/2d8f0001853fd09209344304d84cc316f1f46d' (57)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f2/399d70677fd38c96d28de646468345c151e893' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f2/399d70677fd38c96d28de646468345c151e893' (335)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f2/4d8854b5bb005d4a1b8daab823c2ee2933ad11' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f2/4d8854b5bb005d4a1b8daab823c2ee2933ad11' (1,135)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f2/58b3a78c4f8719d18f09744587b35fe6547d44' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f2/58b3a78c4f8719d18f09744587b35fe6547d44' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f2/bf0b60465cc9198d7d3d780aa5ce6998cca842' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f2/bf0b60465cc9198d7d3d780aa5ce6998cca842' (370)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f2/de8a34b2d52baaeb388e6cef12a0290fbd8688' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f2/de8a34b2d52baaeb388e6cef12a0290fbd8688' (333)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f2/f926e72a37bfb7ccbe9bf7496ceaa9e4f6f983' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f2/f926e72a37bfb7ccbe9bf7496ceaa9e4f6f983' (493)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f3/0649aeb23e1ef8ad0101b5ca83097ffcd374af' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f3/0649aeb23e1ef8ad0101b5ca83097ffcd374af' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f3/184885cdafe937750c794cad13115f71a37dfb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f3/184885cdafe937750c794cad13115f71a37dfb' (335)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f3/360cd5753bf81a446a5036c36350914e52c000' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f3/360cd5753bf81a446a5036c36350914e52c000' (932)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f3/37f4f0446b00b2c367c463f063fd752f794038' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f3/37f4f0446b00b2c367c463f063fd752f794038' (318)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f3/6f2cd6fe865844e2536a6238f9ed73daa992f1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f3/6f2cd6fe865844e2536a6238f9ed73daa992f1' (335)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f3/801fcb904588975d044264eed4e51287458be1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f3/801fcb904588975d044264eed4e51287458be1' (334)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f3/cd428bad20308969e7305a29ef3c5648183a95' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f3/cd428bad20308969e7305a29ef3c5648183a95' (1,100)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f4/2c733d65fe99dcc75c08f5d9756181c584e2a1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/2c733d65fe99dcc75c08f5d9756181c584e2a1' (319)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f4/3541fcc3cc90f34459d5ecff4c88a31611aff2' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/3541fcc3cc90f34459d5ecff4c88a31611aff2' (443)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f4/4fefd2cf9cca62507e33a9d3f55aa2fd13e030' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/4fefd2cf9cca62507e33a9d3f55aa2fd13e030' (341)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f4/6d68fa9cbfcf1eca3f2b41186c90806482c9ec' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/6d68fa9cbfcf1eca3f2b41186c90806482c9ec' (269)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f4/780bb51e33231f6d669dd0ac703a22fd621d5a' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/780bb51e33231f6d669dd0ac703a22fd621d5a' (341)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f4/85d693f86529c015e1e36450378165d8172809' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/85d693f86529c015e1e36450378165d8172809' (338)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f4/9ec3e236f93495f2e2c114068b72a30b00659d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/9ec3e236f93495f2e2c114068b72a30b00659d' (338)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f4/c7f242f3128ad0302d620ff635d73cdf8b4d2c' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/c7f242f3128ad0302d620ff635d73cdf8b4d2c' (1,335)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f4/da8d63c90fe6514842574f4f18a0cec7da4266' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f4/da8d63c90fe6514842574f4f18a0cec7da4266' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f5/03d1bd321fc748dff58db3141378de69820227' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/03d1bd321fc748dff58db3141378de69820227' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f5/0883efc0da954fc9a3e297a04695f1ab9ee0df' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/0883efc0da954fc9a3e297a04695f1ab9ee0df' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f5/099869c2a8be87ddfd3fd62671481fe7eadf86' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/099869c2a8be87ddfd3fd62671481fe7eadf86' (298)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f5/19962c69f86775627df854c71eee48791b3031' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/19962c69f86775627df854c71eee48791b3031' (336)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f5/36cd3c96bc43842a4a7b412a8d46f5147476a7' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/36cd3c96bc43842a4a7b412a8d46f5147476a7' (340)
2018-08-29 09:59:50: Copy Over 'D:/repository/.git/objects/f5/59e6f3e123d831addd8940b560f59f8ec226c8' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/59e6f3e123d831addd8940b560f59f8ec226c8' (7,708)
2018-08-29 09:59:50: Copy New 'D:/repository/.git/objects/f5/5cfdfa4a7ea68d3520811665f7b94092d21373' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/5cfdfa4a7ea68d3520811665f7b94092d21373' (319)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f5/7e1bab51f6b7ff0f5f3738fde9f57e47c7e996' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/7e1bab51f6b7ff0f5f3738fde9f57e47c7e996' (334)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f5/827922a5e7fdfd2da42c2a353b2fdb04d71a1d' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/827922a5e7fdfd2da42c2a353b2fdb04d71a1d' (335)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f5/a5e2a91627f56e3851be75c3d0de6d756d26b4' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/a5e2a91627f56e3851be75c3d0de6d756d26b4' (335)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f5/a9a1e373116cd8cc6d2d9e99019f72631f4bcb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/a9a1e373116cd8cc6d2d9e99019f72631f4bcb' (337)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f5/d007783a3f2e4a12e77ef052a9616c08b2d329' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/d007783a3f2e4a12e77ef052a9616c08b2d329' (336)
2018-08-29 09:59:51: Copy New 'D:/repository/.git/objects/f5/f91fce8b44d3a94ce87eae03acf1ed8b5dacc5' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f5/f91fce8b44d3a94ce87eae03acf1ed8b5dacc5' (259)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f6/031b79683cd58c3d352a5a68f1548f187f502f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f6/031b79683cd58c3d352a5a68f1548f187f502f' (342)
2018-08-29 09:59:51: Copy New 'D:/repository/.git/objects/f6/039e40341b9309e6ff64b9a0b522813b4f2d1f' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f6/039e40341b9309e6ff64b9a0b522813b4f2d1f' (20,582)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f6/13a4d33569e2a7ca996383055c59c502884cc1' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f6/13a4d33569e2a7ca996383055c59c502884cc1' (341)
2018-08-29 09:59:51: Copy New 'D:/repository/.git/objects/f6/1c19bdca9b26d4c08bc2e16b198239fb7b7d76' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f6/1c19bdca9b26d4c08bc2e16b198239fb7b7d76' (470)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f6/251f2968da6c63ad79cd2cd1c5518eb465eecb' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f6/251f2968da6c63ad79cd2cd1c5518eb465eecb' (341)
2018-08-29 09:59:51: Copy Over 'D:/repository/.git/objects/f6/3731be80e36483c0a96c5ad7cc200d4d211401' -> '//10.8.0.252/it信息/个人目录/曹晋/bak/.git/objects/f6/3731be80e36483c0a96c5ad7cc200d4d211401' (341)
